English,Chinese
Air is to us what water is to fish.,空气对人来说就是水对鱼的意义。
How often do you feed the fish?,你多久餵一次魚。
I seasoned the fish with salt and pepper.,我在魚上灑鹽和胡椒作調味。
Fish and red wine don't go together.,鱼和红酒不相配。
Fish and red wine don't go together.,魚和紅酒不合。
"Eat not only fish, but also meat.",不只吃鱼，也吃肉。
"Eat not only fish, but also meat.",不只吃魚，也吃肉。
Fish have stopped living in this river.,這條河裏已經沒有魚了。
I can't judge distance.,我无法判断距离。
A huge tanker cast off just now.,一艘巨大的液货船刚刚启航。
Those present were all moved to tears.,在座的人全都被感動得流下了淚來。
The living room adjoins the dining room.,客廳緊鄰著餐廳。
I had otitis media last year.,我去年得了中耳炎。
I took an art class last year.,我去年上了一堂藝術課。
We had a lot of snow last year.,去年下了很多雪。
We had a mild winter last year.,去年冬天很暖和。
There was a lot of snow last winter.,去年冬天下了好多雪。
We moved to New York last fall.,我們去年秋天搬到了紐約。
Last summer I traveled to Italy.,去年夏天我去意大利旅行。
I'll never forget visiting Paris last summer.,我永遠不會忘記去年夏天到訪巴黎的經歷。
The village which I visited last summer was a small one in Nagano Prefecture.,我去年夏天到訪的是一個位於長野縣的小村落。
We had a kid just last year.,就在去年我們有了一個孩子。
Out of sight out of mind. When you're separated you lose touch.,久了不見，便會逐漸淡忘。分開以後，也就自然不會再聯絡了。
Add a little milk.,加点牛奶。
We make milk into cheese and butter.,我們把牛奶製成乳酪和奶油。
We make milk into cheese and butter.,我们把牛奶製成奶酪和黄油。
I bought two bottles of milk.,我買了兩瓶牛奶。
I want a quart of milk.,我要一夸脫的牛奶。
There's only a little milk left.,只剩下一點點牛奶了。
The milk turned sour.,牛奶變酸了。
The milk has gone bad.,牛奶變質了。
The cows were moving very slowly through the long green grass.,牛群在鬱鬱蔥蔥的草地上緩緩移動著。
Cows supply us with many things we need.,牛提供给我们很多需要的东西。
Cows provide us with milk.,奶牛为我们提供牛奶。
Cows provide us with good milk.,牛供給我們好奶。
Cows are eating grass in the meadow.,牛在草地上吃牧草。
Cows are eating grass in the meadow.,牛在牧地上吃草。
I ran into an old friend.,我踫見了一個老朋友。
As soon as I get paid I will pay you back.,我一收到錢就馬上還錢給你。
His low salary prevents him from buying the house.,因為他的薪水太低，他買不起那棟房子。
His low salary prevents him from buying the house.,他的低薪水让他买不了房。
"Waiter, please bring me some water.",服務生，請給我一些水。
A cornered rat will bite a cat.,窮鼠囓狸。
One third of the earth's surface is desert.,地球表面的三分之一是沙漠。
Misfortunes never come singly.,祸不单行。
Rub salt in the wound.,按住痛处。
Rub salt in the wound.,在傷口上灑鹽。
I feel like crying.,我想哭。
Try to keep from crying.,試著不要哭。
I don't know whether to cry or to laugh.,我真是哭笑不得了。
I don't know whether to cry or to laugh.,我哭笑不得。
I don't know whether to cry or to laugh.,我哭不得，笑不得。
Crying is of no avail.,哭是无济于事的。
The rescue workers are going to hand out supplies to the victims of the earthquake.,救助人员将为地震受灾者提供资助。
We waited for hours before help arrived.,一直等了好幾個小時，才有人來救我們。
Call an ambulance.,叫救护车。
The ambulances carried the injured to the nearest hospital.,救护车把伤者送往了最近的医院。
Do you need an ambulance?,你需要救護車嗎?
"The rescue worker searched the area, looking for the child.",援救人员为了找到孩子，仔细搜索了那个区域。
There was a sudden change in her tone.,她声调突然变了。
All of a sudden the sky became overcast.,天突然转阴了。
Suddenly rain began to fall.,突然開始下雨。
"All of a sudden, large drops of rain began falling from the dark sky.",灰暗的天空突然下起了一大滴一大滴的雨來。
"All of a sudden, three dogs appeared in front of us.",突然之間，三隻狗出現在我們面前。
"If you hurry, you'll catch up with him.",你動作快點就能趕上他。
"Hurry, and you will catch the train.",快一点，你就能赶上火车了。
"Hurry up, or you will miss the train.",快点，不然你就要错过火车了。
"Hurry up, or you will miss the train.","快點, 否則你會趕不上火車。"
"Hurry up, or you will miss the last train.",再不快点你就要赶不上末班车了。
You don't have to hurry.,你不必著急。
You don't have to hurry.,你不用著急。
We didn't need to hurry.,我们没必要急。
"Hurry up, or you will be late.",快一点，否则你会迟到。
"Hurry up, or you will be late.",快一点，否则就要迟到了。
"Hurry up, or you'll miss the bus.",快點，否則你會錯過公車。
"Hurry up, and you will be in time for the bus.",快点，你就能准时搭上公交车了。
"Hurry up, or you'll miss the train.","快點, 否則你會趕不上火車。"
"Hurry up, or you'll be late.",快點兒，不然你就要遲到了。
"Hurry up, or you'll be late.",快点儿，不然你就要迟到了。
"Hurry up, or you'll be late.",快一点，否则就要迟到了。
"Be quick, or you will miss the train.",快点，不然要赶不上火车了。
You can take your time.,你可以慢慢来。
"Hurry up, otherwise you'll be late for lunch.",快点，不然你吃午饭就要迟到了。
"If you don't hurry, you'll miss the train.",如果你不抓紧的话，你就会赶不上火车。
There's enough time for a quick snack.,有足夠的時間很快地吃一下點心。
"Having been written in haste, the book has a lot of errors.",這本書是匆匆忙忙地寫的，所以有很多謬誤。
Let's finish up in a hurry.,讓我們快點做完吧。
Haste makes waste.,欲速則不達。
Please hurry.,请抓紧时间。
We've really got to step on it.,我们真的得加紧步伐了。
People who are not in a hurry stand on the right side of the escalator.,不赶时间的人们站在自动扶梯的右边。
Miyazaki is not what it used to be.,宮崎不是它往日的樣子了。
Enjoy your holidays.,度假愉快！
Did you enjoy your holiday?,假期過得開心嗎？
What did you do on your vacation?,你们放假的时候做了什么？
I spent idle days during the vacation.,假期里，我度过了悠闲的日子。
Where do you suppose you'll spend your vacation?,你认为你会到哪儿度假？
The vacation is close to an end.,假期快要结束了。
Where are you going on vacation?,你要去哪裡度假?
My vacation went by quickly.,我的假期一下就過完了。
Have you made up your mind where to go for the holidays?,你想好放假去哪裏玩了沒有？
"When I go on vacation, I'll rent a car.",去度假的时候我要租辆车。
Where are you going to go on your vacation?,你放假打算去甚麼地方玩呢？
I did nothing during the holidays.,在假期中我無所事事。
Do you feel like resting?,你想休息嗎？
I haven't seen him for a long time.,我很久没见过他了。
"After running up the hill, I was completely out of breath.",跑上山後，我完全喘不過氣來。
The building on the hill is our school.,山上的那棟建築物就是我們的學校了。
The old church on the hill dates back to the twelfth century.,山上的老教堂的歷史可以追溯到12世紀。
There is a house on the hill.,山上有個房子。
A beautiful valley lies behind the hill.,小山后面有个美丽的山谷。
